group,value
A,0.4967141530112327
A,-0.13826430117118466
A,0.6476885381006925
A,1.5230298564080254
A,-0.23415337472333597
A,-0.23413695694918055
A,1.5792128155073915
A,0.7674347291529088
A,-0.4694743859349521
A,0.5425600435859647
A,-0.46341769281246226
A,-0.46572975357025687
A,0.24196227156603412
A,-1.913280244657798
A,-1.7249178325130328
A,-0.5622875292409727
A,-1.0128311203344238
A,0.3142473325952739
A,-0.9080240755212109
A,-1.4123037013352915
A,1.465648768921554
A,-0.22577630048653566
A,0.06752820468792384
A,-1.4247481862134568
A,-0.5443827245251827
A,0.11092258970986608
A,-1.1509935774223028
A,0.37569801834567196
A,-0.600638689918805
A,-0.2916937497932768
A,-0.6017066122293969
A,1.8522781845089378
A,-0.013497224737933921
A,-1.0577109289559004
A,0.822544912103189
A,-1.2208436499710222
A,0.2088635950047554
A,-1.9596701238797756
A,-1.3281860488984305
A,0.19686123586912352
A,0.7384665799954104
A,0.1713682811899705
A,-0.11564828238824053
A,-0.3011036955892888
A,-1.4785219903674274
A,-0.7198442083947086
A,-0.4606387709597875
A,1.0571222262189157
A,0.3436182895684614
A,-1.763040155362734
A,0.324083969394795
A,-0.38508228041631654
A,-0.6769220003059587
A,0.6116762888408679
A,1.030999522495951
A,0.9312801191161986
A,-0.8392175232226385
A,-0.3092123758512146
A,0.33126343140356396
A,0.9755451271223592
A,-0.47917423784528995
A,-0.18565897666381712
A,-1.1063349740060282
A,-1.1962066240806708
A,0.812525822394198
A,1.356240028570823
A,-0.07201012158033385
A,1.0035328978920242
A,0.36163602504763415
A,-0.6451197546051243
A,0.36139560550841393
A,1.5380365664659692
A,-0.03582603910995154
A,1.5646436558140062
A,-2.6197451040897444
A,0.8219025043752238
A,0.08704706823817122
A,-0.29900735046586746
A,0.0917607765355023
A,-1.9875689146008928
A,-0.21967188783751193
A,0.3571125715117464
A,1.477894044741516
A,-0.5182702182736474
A,-0.8084936028931876
A,-0.5017570435845365
A,0.9154021177020741
A,0.32875110965968446
A,-0.5297602037670388
A,0.5132674331133561
A,0.09707754934804039
A,0.9686449905328892
A,-0.7020530938773524
A,-0.3276621465977682
A,-0.39210815313215763
A,-1.4635149481321186
A,0.29612027706457605
A,0.26105527217988933
A,0.00511345664246089
A,-0.23458713337514692
A,-1.4153707420504142
A,-0.42064532276535904
A,-0.3427145165267695
A,-0.8022772692216189
A,-0.16128571166600914
A,0.4040508568145384
A,1.8861859012105302
A,0.17457781283183896
A,0.25755039072276437
A,-0.07444591576616721
A,-1.9187712152990415
A,-0.026513875449216878
A,0.06023020994102644
A,2.463242112485286
A,-0.19236096478112252
A,0.30154734233361247
A,-0.03471176970524331
A,-1.168678037619532
A,1.1428228145150205
A,0.7519330326867741
A,0.7910319470430469
A,-0.9093874547947389
A,1.4027943109360992
A,-1.4018510627922809
A,0.5868570938002703
A,2.1904556258099785
A,-0.9905363251306883
A,-0.5662977296027719
A,0.09965136508764122
A,-0.5034756541161992
A,-1.5506634310661327
A,0.06856297480602733
A,-1.0623037137261049
A,0.4735924306351816
A,-0.9194242342338032
A,1.5499344050175394
A,-0.7832532923362371
A,-0.3220615162056756
A,0.8135172173696698
A,-1.2308643164339552
A,0.22745993460412942
A,1.307142754282428
A,-1.6074832345612275
A,0.1846338585323042
A,0.25988279424842353
A,0.7818228717773104
A,-1.236950710878082
A,-1.3204566130842763
A,0.5219415656168976
A,0.29698467323318606
A,0.25049285034587654
A,0.3464482094969757
A,-0.6800247215784908
A,0.23225369716100355
A,0.29307247329868125
A,-0.7143514180263678
A,1.8657745111447566
A,0.4738329209117875
A,-1.1913034972026486
A,0.6565536086338297
A,-0.9746816702273214
A,0.787084603742452
A,1.158595579007404
A,-0.8206823183517105
A,0.9633761292443218
A,0.4127809269364983
A,0.82206015999449
A,1.8967929826539474
A,-0.2453881160028705
A,-0.7537361643574896
A,-0.8895144296255233
A,-0.8158102849654383
A,-0.0771017094141042
A,0.3411519748166439
A,0.27669079933001905
A,0.8271832490360238
A,0.01300189187790702
A,1.4535340771573169
A,-0.2646568332379561
A,2.720169166589619
A,0.6256673477650062
A,-0.8571575564162826
A,-1.0708924980611123
A,0.4824724152431853
A,-0.2234627853258509
A,0.714000494092092
A,0.47323762457354485
A,-0.07282891265687277
A,-0.846793718068405
A,-1.5148472246858646
A,-0.4465149520670211
A,0.8563987943234723
A,0.21409374413020396
A,-1.245738778711988
A,0.173180925851182
A,0.3853173797288368
A,-0.883857436201133
A,0.1537251059455279
A,0.058208718445999896
A,-1.142970297830623
A,0.3577873603482833
A,0.5607845263682344
A,1.083051243175277
A,1.053802052034903
A,-1.377669367957091
A,-0.9378250399151228
A,0.5150352672086598
A,0.5137859509122088
A,0.5150476863060479
A,3.852731490654721
A,0.570890510693167
A,1.135565640180599
A,0.9540017634932023
A,0.651391251305798
A,-0.3152692446403456
A,0.7589692204932674
A,-0.7728252145375718
A,-0.23681860674000887
A,-0.48536354782910346
A,0.08187413938632256
A,2.3146585666735087
A,-1.867265192591748
A,0.6862601903745135
A,-1.6127158711896517
A,-0.47193186578943347
A,1.088950596967366
A,0.06428001909546277
A,-1.0777447779293061
A,-0.7153037092599682
A,0.6795977489346758
A,-0.7303666317171367
A,0.21645858958197486
A,0.045571839903813784
A,-0.6516003476058171
A,2.1439440893253257
A,0.6339190223180112
A,-2.025142586657607
A,0.18645431476942764
A,-0.661786464768388
A,0.852433334796224
A,-0.7925207384327007
A,-0.11473644146689901
A,0.5049872789804571
A,0.8657551941701215
A,-1.2002964070557762
A,-0.3345012358409484
A,-0.4749453111609562
A,-0.6533292325737119
A,1.7654542402810969
A,0.40498171096095553
A,-1.2608839543350452
A,0.9178619470547761
A,2.1221561970126332
A,1.0324652605511468
A,-1.5193699659540134
A,-0.48423407286625136
A,1.2669111491866227
A,-0.7076694656187807
A,0.44381942814622843
A,0.7746340534293368
A,-0.926930471578083
A,-0.05952535606180008
A,-3.2412673400690726
A,-1.0243876413342898
A,-0.2525681513931603
A,-1.2477831819648495
A,1.6324113039316352
A,-1.4301413779606327
A,-0.44004448669698376
A,0.13074057728609134
A,1.4412732890661155
A,-1.4358621511794394
A,1.1631637521549596
A,0.010233061019587049
A,-0.9815086510479509
A,0.46210347426327075
A,0.19905969557347003
A,-0.6002168771587947
A,0.06980208499001891
A,-0.3853135968617602
A,0.11351734525124804
A,0.6621306745210467
A,1.586016816145352
A,-1.237815498826849
A,2.1330333746562666
A,-1.9520877995225019
A,-0.15178509503558332
A,0.5883172064845765
A,0.28099186773503265
A,-0.6226995198205938
A,-0.20812225035727522
A,-0.4930009346588328
A,-0.5893647569442115
A,0.8496020970210246
A,0.35701548596504734
A,-0.6929095952606542
A,0.8995998754332507
A,0.30729952087660933
A,0.8128621188389601
A,0.6296288419236122
A,-0.8289950109220723
A,-0.5601810401969696
A,0.7472936051232618
A,0.6103702654334648
A,-0.020901593964148132
A,0.117327383308782
A,1.277664895788425
A,-0.5915713888358299
A,0.5470973811700379
A,-0.20219265243389406
A,-0.2176812032272203
A,1.09877685198719
