x,y,z
-5.0,-5.0,0.7088612918380416
-4.795918367346939,-5.0,0.6012607971825358
-4.591836734693878,-5.0,0.4841622483917459
-4.387755102040816,-5.0,0.360740791993862
-4.183673469387755,-5.0,0.23406493127955216
-3.979591836734694,-5.0,0.10700466225365904
-3.7755102040816326,-5.0,-0.01784499952657662
-3.571428571428571,-5.0,-0.13822328993897426
-3.36734693877551,-5.0,-0.2522448220518735
-3.163265306122449,-5.0,-0.3584224731231146
-2.9591836734693877,-5.0,-0.4556727299161993
-2.7551020408163263,-5.0,-0.5433048854762593
-2.5510204081632653,-5.0,-0.620996052891945
-2.3469387755102042,-5.0,-0.6887543890600372
-2.142857142857143,-5.0,-0.7468731919599996
-1.9387755102040813,-5.0,-0.7958786461366034
-1.7346938775510203,-5.0,-0.83647395067372
-1.5306122448979593,-5.0,-0.8694823891841047
-1.3265306122448979,-5.0,-0.8957916179629645
-1.1224489795918364,-5.0,-0.9163010888039721
-0.9183673469387754,-5.0,-0.9318741234556186
-0.7142857142857144,-5.0,-0.9432957545573809
-0.5102040816326525,-5.0,-0.9512370776303138
-0.3061224489795915,-5.0,-0.9562265483608537
-0.1020408163265305,-5.0,-0.9586284273783965
0.1020408163265305,-5.0,-0.9586284273783965
0.3061224489795915,-5.0,-0.9562265483608537
0.5102040816326534,-5.0,-0.9512370776303138
0.7142857142857144,-5.0,-0.9432957545573809
0.9183673469387754,-5.0,-0.9318741234556186
1.1224489795918373,-5.0,-0.9163010888039721
1.3265306122448983,-5.0,-0.8957916179629645
1.5306122448979593,-5.0,-0.8694823891841047
1.7346938775510203,-5.0,-0.83647395067372
1.9387755102040813,-5.0,-0.7958786461366034
2.1428571428571432,-5.0,-0.7468731919599996
2.3469387755102042,-5.0,-0.6887543890600372
2.5510204081632653,-5.0,-0.620996052891945
2.755102040816327,-5.0,-0.5433048854762593
2.959183673469388,-5.0,-0.4556727299161985
3.163265306122449,-5.0,-0.3584224731231146
3.36734693877551,-5.0,-0.2522448220518735
3.571428571428571,-5.0,-0.13822328993897426
3.775510204081632,-5.0,-0.017844999526577508
3.979591836734695,-5.0,0.10700466225365993
4.183673469387756,-5.0,0.23406493127955216
4.387755102040817,-5.0,0.360740791993862
4.591836734693878,-5.0,0.4841622483917459
4.795918367346939,-5.0,0.6012607971825358
5.0,-5.0,0.7088612918380416
-5.0,-4.795918367346939,0.6012607971825358
-4.795918367346939,-4.795918367346939,0.4787825737542306
-4.591836734693878,-4.795918367346939,0.34902302025601734
-4.387755102040816,-4.795918367346939,0.2153624576519015
-4.183673469387755,-4.795918367346939,0.08099775378767857
-3.979591836734694,-4.795918367346939,-0.05115012570670397
-3.7755102040816326,-4.795918367346939,-0.17851055045240807
-3.571428571428571,-4.795918367346939,-0.2989180310406672
-3.36734693877551,-4.795918367346939,-0.41064674598171086
-3.163265306122449,-4.795918367346939,-0.5124250649044807
-2.9591836734693877,-4.795918367346939,-0.6034311923969353
-2.7551020408163263,-4.795918367346939,-0.6832717906406616
-2.5510204081632653,-4.795918367346939,-0.751946025875903
-2.3469387755102042,-4.795918367346939,-0.8097979013448551
-2.142857142857143,-4.795918367346939,-0.8574599755140856
-1.9387755102040813,-4.795918367346939,-0.895791617962964
-1.7346938775510203,-4.795918367346939,-0.9258148366660262
-1.5306122448979593,-4.795918367346939,-0.9486504409541008
-1.3265306122448979,-4.795918367346939,-0.965456915754715
-1.1224489795918364,-4.795918367346939,-0.977373914471971
-0.9183673469387754,-4.795918367346939,-0.9854717750053216
-0.7142857142857144,-4.795918367346939,-0.990707972300244
-0.5102040816326525,-4.795918367346939,-0.9938909847590379
-0.3061224489795915,-4.795918367346939,-0.9956517061941569
-0.1020408163265305,-4.795918367346939,-0.9964223027670561
0.1020408163265305,-4.795918367346939,-0.9964223027670561
0.3061224489795915,-4.795918367346939,-0.9956517061941569
0.5102040816326534,-4.795918367346939,-0.9938909847590379
0.7142857142857144,-4.795918367346939,-0.990707972300244
0.9183673469387754,-4.795918367346939,-0.9854717750053216
1.1224489795918373,-4.795918367346939,-0.977373914471971
1.3265306122448983,-4.795918367346939,-0.965456915754715
1.5306122448979593,-4.795918367346939,-0.9486504409541008
1.7346938775510203,-4.795918367346939,-0.9258148366660262
1.9387755102040813,-4.795918367346939,-0.895791617962964
2.1428571428571432,-4.795918367346939,-0.8574599755140856
2.3469387755102042,-4.795918367346939,-0.8097979013448551
2.5510204081632653,-4.795918367346939,-0.751946025875903
2.755102040816327,-4.795918367346939,-0.6832717906406616
2.959183673469388,-4.795918367346939,-0.6034311923969345
3.163265306122449,-4.795918367346939,-0.5124250649044807
3.36734693877551,-4.795918367346939,-0.41064674598171086
3.571428571428571,-4.795918367346939,-0.2989180310406672
3.775510204081632,-4.795918367346939,-0.17851055045240807
3.979591836734695,-4.795918367346939,-0.05115012570670397
4.183673469387756,-4.795918367346939,0.08099775378767857
4.387755102040817,-4.795918367346939,0.21536245765190237
4.591836734693878,-4.795918367346939,0.34902302025601734
4.795918367346939,-4.795918367346939,0.4787825737542306
5.0,-4.795918367346939,0.6012607971825358
-5.0,-4.591836734693878,0.4841622483917459
-4.795918367346939,-4.591836734693878,0.34902302025601734
-4.591836734693878,-4.591836734693878,0.20909800028278805
-4.387755102040816,-4.591836734693878,0.06793226150604893
-4.183673469387755,-4.591836734693878,-0.07119390310572965
-3.979591836734694,-4.591836734693878,-0.20535673066895674
-3.7755102040816326,-4.591836734693878,-0.3320600109190605
-3.571428571428571,-4.591836734693878,-0.4492840140880052
-3.36734693877551,-4.591836734693878,-0.5555120114914418
-3.163265306122449,-4.591836734693878,-0.6497350816682486
-2.9591836734693877,-4.591836734693878,-0.7314368038393049
-2.7551020408163263,-4.591836734693878,-0.8005602112050231
-2.5510204081632653,-4.591836734693878,-0.8574599755140856
-2.3469387755102042,-4.591836734693878,-0.9028431975074762
-2.142857142857143,-4.591836734693878,-0.9377023726321769
-1.9387755102040813,-4.591836734693878,-0.9632440875473253
-1.7346938775510203,-4.591836734693878,-0.9808167930961705
-1.5306122448979593,-4.591836734693878,-0.9918406192094589
-1.3265306122448979,-4.591836734693878,-0.9977416843494716
-1.1224489795918364,-4.591836734693878,-0.9998927545197778
-0.9183673469387754,-4.591836734693878,-0.9995614795786069
-0.7142857142857144,-4.591836734693878,-0.9978668353032332
-0.5102040816326525,-4.591836734693878,-0.99574388311018
-0.3061224489795915,-4.591836734693878,-0.9939165709838492
-0.1020408163265305,-4.591836734693878,-0.992878068874843
0.1020408163265305,-4.591836734693878,-0.992878068874843
0.3061224489795915,-4.591836734693878,-0.9939165709838492
0.5102040816326534,-4.591836734693878,-0.99574388311018
0.7142857142857144,-4.591836734693878,-0.9978668353032332
0.9183673469387754,-4.591836734693878,-0.9995614795786069
1.1224489795918373,-4.591836734693878,-0.9998927545197778
1.3265306122448983,-4.591836734693878,-0.9977416843494716
1.5306122448979593,-4.591836734693878,-0.9918406192094589
1.7346938775510203,-4.591836734693878,-0.9808167930961705
1.9387755102040813,-4.591836734693878,-0.9632440875473253
2.1428571428571432,-4.591836734693878,-0.9377023726321769
2.3469387755102042,-4.591836734693878,-0.9028431975074762
2.5510204081632653,-4.591836734693878,-0.8574599755140856
2.755102040816327,-4.591836734693878,-0.8005602112050231
2.959183673469388,-4.591836734693878,-0.7314368038393049
3.163265306122449,-4.591836734693878,-0.6497350816682486
3.36734693877551,-4.591836734693878,-0.5555120114914418
3.571428571428571,-4.591836734693878,-0.4492840140880052
3.775510204081632,-4.591836734693878,-0.3320600109190605
3.979591836734695,-4.591836734693878,-0.20535673066895674
4.183673469387756,-4.591836734693878,-0.07119390310572876
4.387755102040817,-4.591836734693878,0.06793226150604893
4.591836734693878,-4.591836734693878,0.20909800028278805
4.795918367346939,-4.591836734693878,0.34902302025601734
5.0,-4.591836734693878,0.4841622483917459
-5.0,-4.387755102040816,0.360740791993862
-4.795918367346939,-4.387755102040816,0.2153624576519015
-4.591836734693878,-4.387755102040816,0.06793226150604893
-4.387755102040816,-4.387755102040816,-0.07788357941865572
-4.183673469387755,-4.387755102040816,-0.21876861380640927
-3.979591836734694,-4.387755102040816,-0.35184587228704123
-3.7755102040816326,-4.387755102040816,-0.4747440732968901
-3.571428571428571,-4.387755102040816,-0.5856392385719423
-3.36734693877551,-4.387755102040816,-0.6832717906406616
-3.163265306122449,-4.387755102040816,-0.7669402914077502
-2.9591836734693877,-4.387755102040816,-0.8364739506737204
-2.7551020408163263,-4.387755102040816,-0.8921868412775968
-2.5510204081632653,-4.387755102040816,-0.9348173671173666
-2.3469387755102042,-4.387755102040816,-0.9654569157547153
-2.142857142857143,-4.387755102040816,-0.9854717750053218
-1.9387755102040813,-4.387755102040816,-0.9964223027670561
-1.7346938775510203,-4.387755102040816,-0.9999830257715537
-1.5306122448979593,-4.387755102040816,-0.9978668353032332
-1.3265306122448979,-4.387755102040816,-0.9917557900811913
-1.1224489795918364,-4.387755102040816,-0.9832402852966412
-0.9183673469387754,-4.387755102040816,-0.9737675690019731
-0.7142857142857144,-4.387755102040816,-0.9645998543799191
-0.5102040816326525,-4.387755102040816,-0.9567816586908864
-0.3061224489795915,-4.387755102040816,-0.9511155564018553
-0.1020408163265305,-4.387755102040816,-0.9481453054689806
0.1020408163265305,-4.387755102040816,-0.9481453054689806
0.3061224489795915,-4.387755102040816,-0.9511155564018553
0.5102040816326534,-4.387755102040816,-0.9567816586908864
0.7142857142857144,-4.387755102040816,-0.9645998543799191
0.9183673469387754,-4.387755102040816,-0.9737675690019731
1.1224489795918373,-4.387755102040816,-0.9832402852966413
1.3265306122448983,-4.387755102040816,-0.9917557900811913
1.5306122448979593,-4.387755102040816,-0.9978668353032332
1.7346938775510203,-4.387755102040816,-0.9999830257715537
1.9387755102040813,-4.387755102040816,-0.9964223027670561
2.1428571428571432,-4.387755102040816,-0.9854717750053218
2.3469387755102042,-4.387755102040816,-0.9654569157547153
2.5510204081632653,-4.387755102040816,-0.9348173671173666
2.755102040816327,-4.387755102040816,-0.8921868412775968
2.959183673469388,-4.387755102040816,-0.83647395067372
3.163265306122449,-4.387755102040816,-0.7669402914077502
3.36734693877551,-4.387755102040816,-0.6832717906406616
3.571428571428571,-4.387755102040816,-0.5856392385719423
3.775510204081632,-4.387755102040816,-0.4747440732968901
3.979591836734695,-4.387755102040816,-0.3518458722870404
4.183673469387756,-4.387755102040816,-0.21876861380640839
4.387755102040817,-4.387755102040816,-0.07788357941865483
4.591836734693878,-4.387755102040816,0.06793226150604893
4.795918367346939,-4.387755102040816,0.2153624576519015
5.0,-4.387755102040816,0.360740791993862
-5.0,-4.183673469387755,0.23406493127955216
-4.795918367346939,-4.183673469387755,0.08099775378767857
-4.591836734693878,-4.183673469387755,-0.07119390310572965
-4.387755102040816,-4.183673469387755,-0.21876861380640927
-4.183673469387755,-4.183673469387755,-0.3584224731231146
-3.979591836734694,-4.183673469387755,-0.48737541697146297
-3.7755102040816326,-4.183673469387755,-0.6034311923969353
-3.571428571428571,-4.183673469387755,-0.7050102250547493
-3.36734693877551,-4.183673469387755,-0.7911558854006354
-3.163265306122449,-4.183673469387755,-0.861515825248745
-2.9591836734693877,-4.183673469387755,-0.9163010888039721
-2.7551020408163263,-4.183673469387755,-0.956226548360854
-2.5510204081632653,-4.183673469387755,-0.9824368352235746
-2.3469387755102042,-4.183673469387755,-0.9964223027670561
-2.142857142857143,-4.183673469387755,-0.999929655554278
-1.9387755102040813,-4.183673469387755,-0.9948717052000141
-1.7346938775510203,-4.183673469387755,-0.9832402852966413
-1.5306122448979593,-4.183673469387755,-0.9670257062264789
-1.3265306122448979,-4.183673469387755,-0.9481453054689809
-1.1224489795918364,-4.183673469387755,-0.9283827160723326
-0.9183673469387754,-4.183673469387755,-0.9093385153328563
-0.7142857142857144,-4.183673469387755,-0.8923920163458386
-0.5102040816326525,-4.183673469387755,-0.8786732166221107
-0.3061224489795915,-4.183673469387755,-0.8690433997821212
-0.1020408163265305,-4.183673469387755,-0.8640826548883445
0.1020408163265305,-4.183673469387755,-0.8640826548883445
0.3061224489795915,-4.183673469387755,-0.8690433997821212
0.5102040816326534,-4.183673469387755,-0.8786732166221107
0.7142857142857144,-4.183673469387755,-0.8923920163458386
0.9183673469387754,-4.183673469387755,-0.9093385153328563
1.1224489795918373,-4.183673469387755,-0.9283827160723329
1.3265306122448983,-4.183673469387755,-0.9481453054689809
1.5306122448979593,-4.183673469387755,-0.9670257062264789
1.7346938775510203,-4.183673469387755,-0.9832402852966413
1.9387755102040813,-4.183673469387755,-0.9948717052000141
2.1428571428571432,-4.183673469387755,-0.999929655554278
2.3469387755102042,-4.183673469387755,-0.9964223027670561
2.5510204081632653,-4.183673469387755,-0.9824368352235746
2.755102040816327,-4.183673469387755,-0.9562265483608537
2.959183673469388,-4.183673469387755,-0.9163010888039721
3.163265306122449,-4.183673469387755,-0.861515825248745
3.36734693877551,-4.183673469387755,-0.7911558854006354
3.571428571428571,-4.183673469387755,-0.7050102250547493
3.775510204081632,-4.183673469387755,-0.603431192396936
3.979591836734695,-4.183673469387755,-0.4873754169714622
4.183673469387756,-4.183673469387755,-0.3584224731231146
4.387755102040817,-4.183673469387755,-0.21876861380640839
4.591836734693878,-4.183673469387755,-0.07119390310572965
4.795918367346939,-4.183673469387755,0.08099775378767857
5.0,-4.183673469387755,0.23406493127955216
-5.0,-3.979591836734694,0.10700466225365904
-4.795918367346939,-3.979591836734694,-0.05115012570670397
-4.591836734693878,-3.979591836734694,-0.20535673066895674
-4.387755102040816,-3.979591836734694,-0.35184587228704123
-4.183673469387755,-3.979591836734694,-0.48737541697146297
-3.979591836734694,-3.979591836734694,-0.6093119405193429
-3.7755102040816326,-3.979591836734694,-0.7156830555601232
-3.571428571428571,-3.979591836734694,-0.805200117568719
-3.36734693877551,-3.979591836734694,-0.8772522797178085
-3.163265306122449,-3.979591836734694,-0.9318741234556183
-2.9591836734693877,-3.979591836734694,-0.9696901893208025
-2.7551020408163263,-3.979591836734694,-0.9918406192094589
-2.5510204081632653,-3.979591836734694,-0.9998927545197778
-2.3469387755102042,-3.979591836734694,-0.99574388311018
-2.142857142857143,-3.979591836734694,-0.9815203738412592
-1.9387755102040813,-3.979591836734694,-0.959478177716202
